,newstype,category_id,news_porter_stemmed
453,sport,3,minist dig dope row belgian sport minist centr svetlana kuznetsova dope row say apologis make alleg her. claud eerdeken claim us open champion test posit ephedrin exhibit event last month. criticis make announc said: never apologise. product ban explain there. kuznetsova say stimul may cold remedi took. russian said noth wrong take medicin event. women tenni associ clear kuznetsova offenc drug ban taken competition. eerdeken said made statement order protect three player took part tournament belgian justin henin-hardenn nathali dechi franc russia elena dementieva. dechi fume implic row. happi see face cover page talk dope dechi said. realli upset think belgian govern realli bad job this. think deserv apolog guy. cannot say anyth like - cannot say stuff like say one girls. terrible. dementieva also angri say dechi real victim scandal. idea days. hard said. wta tri handl problem say three victim see two victim stori - nathali dechi realli noth this. honest feel like want talk sveta all. upset way everyth happened.
454,entertainment,4,roundabout continu nostalgia trip new big-screen version magic roundabout releas uk friday latest attempt turn children televis box-offic gold. recent year seen less-than-success adapt 1960 puppet show thunderbird moder success version e nesbit five children previous film bbc 1991. he-man transform cartoon favourit 1980 soon receiv costli makeovers. screen version a-team duke hazzard even blake seven card nostalgia clearli big business. critic complain expens take icon seri yesteryear match fond memori originals. new version magic roundabout releas sprung! us replac stop-mot model 1960 tv show polish computer-gener animation. similar fashion 2004 thunderbird use human actor special effect place origin puppet models. film squar pitch younger audiences. pop star robbi william kyli minogu provid voic magic roundabout now-defunct boy band bust perform thunderbird theme song. review nonetheless signific backlash. cg-anim adventur airbrush sli charm trippi otherworldli made 60 stop-mot roundabout cult hit write stella papamichael bbc movi site. recent puppet comedi team america: world polic part provok director outrag gerri anderson thunderbird remad without signatur mannequins. dan jolin review editor empir magazin say classic children tv show built-in audienc make ideal reinvention. understand peopl take intellectu properti repackag kid today. think backfiring. next - clanger distant planet giant cgi soup dragon chase despit thunderbird disappoint global box-offic perform - film cost $42m (£22m) recoup $21m (£11m) - nostalgia craze show sign abating. therefor matter time tv favourit receiv hollywood treatment. success garfield: movi britain shabbi tabbi sure deserv film vehicle. 13 episod made 1974 seri plenti room explor live pink cat professor yaffl mice marvel mechan mous organ. furri recycl alreadi one big-screen outing - 1977 wombl free. environment issu still occupi thought high time made comeback. advanc special effect technolog could wonder bbc supernatur comedi . success pirat caribbean must sure herald comeback tv popular cartoon buccan . might also remind viewer lewd charact name often associ show never actual existed. magic roundabout uk 11 february. bring catweazl big screen could give gandalf run money! thundercats!! love it. fun see big screen effort put in! bring youth back! get hand clangers! noth sacr make movi version banana splits! keanu reev richard gere remak wooden top perhap robbi william could get much moot act career ground take role andi pandy. forgot mention grearest danger mouse! better origin seri could alway nice see old toon re-releas abysm thunderbird movi (and song!) think complet put off. leav classic alon good memories. think remak good idea. world move peopl tend look past thing make feel safe. believ whole reason retro becom popular. long remak justic origin creat wider audienc possibl entic new gener person enjoy reviv old series. person like see cartoon transform thundercat m.a.s.k. get full hollywood remakes. leav alon ruin someth fond memori first place thunderbird film apal patch puppet seri grew magic roundabout never without voic eric thompson. love see transform real actor cgi. make least 15 rating. part reason success classic magic roundabout charact sweet cuddli creatur would expect. moodi sarcast rather human. look pictur anim new film show characterist preserved. dougal never smile like that! film sort unfortun habit disneyfi everth lose real magic made show special first place. fond memori bod (not least look like him) would like see someon attempt make film. got right materi american blockbust - plot story. bod would like play tom cruis would undoubtedli girlfriend two. well good remak classic tv show film latest technolog new audienc lot origin charm lost seem like money make exercis cash origin success programm reinvent improv it. mayb audienc never seen origin watch without prejudic peopl grown show thunderbird magic roundabout part childhood never go live expectation. pose question though long line remak made film-mak run origin idea say bring back danger mous probabl greatest kid show ever. recent re-watch episod realis level humour shown danger mous complet lost child. new captain pugwash cartoon made coupl year back. like mani nostalgia programm anim - time comput creat flat-cel like anim - fail match origin cut paper techniqu invent woefulli inadequate. live sampl world - music industri pluder past decad inspir clip sound 20 year ago much cheaper easier someth new. seem film tv - cheaper take idea past rework rather dare tri someth new. got mr.benn. stori line man chang fanci dress shop step door way appear anoth time place would amazing! got decent produc writer stori line could great. play lead role well comedi would someon like steve martin. go adventur johnni depp play role similar pirat caribbean character. muffin mule perhap granni grandpa go cinema well know! british film industri tri make gerri anderson ufo captain scarlet saphir steel tomorrow people. today media seem past future. tv show battlestar galactica new remak dj sampl re-work 70 80 music. even comput game 10-15 year ago get modern re-workings. person think show one origin more! leav misty-ey nostalgia alone. mari mungo midge. cours episod lift would order would use stairs. plu would mari vicki pollard charact live high rise council block yeah even there! like see mr. benn brad pitt titl role. sean conneri could play mysteri costum shop owner. demonstr profound lack imagin today film-mak continu tri remak remodel past effort cash nostalgia. plani modern children book would make excel film tv programm use instead rehash past mr. benn rowan atkinson lead. would love see dungeon & dragon made unfortun film made come scratch. one remad yet thundercat like see. expat live norway recent went period buy dvd mani favourit children program 2 daughters. dearest wish howev see featur length version noggin nog appear big screen!! scandinavian... rainbow! believ children classic left well alon surpris magic roundabout well box offic especi sinc go spongebob squarep movi popular among children origin witti modern. magic roundabout never appeal children today mani year ago. classic like chorlton wheeli rentaghost terrahawk bod.....oh list could go on!!! transform movi inde card first one amazon buy copi eagerli wait front door frothi mouth nervou twitch. repackag childhood sell extortion price! care! till make citreon c4 advert. luv see willow wisp big screen sadli without late kenneth william voic wouldnt same. rememb trap door voic late willi rushden superb children programme. could morph hold big screen movi even jami magic torch....hmmmmm could go on. danger mous 34 show age. :-) noggin nog one best children programs. problem bring big screen no-on could approach oliv postgat wonder voices. gener leav well alone. origin good time method use integr part story. imagin could achiev use cgi remak fingerbobs... alreadi disturb hand antic beard hippi yoffi could take whole new level life-lik fingermous bob builder postman pat fireman sam togeth epic adventur fire post bricks. ultim struggl save women love evil clown krusti gobo. triumph fail miser find fall. one puppet show person would love see made live action movi joe 90. would worth price admiss alon see larg screen version joe car. cours gerri anderson supermarion rich seam materi worthi big-screen big-budget action. thunderbird movi target children movi realli let down. children rememb show affect parent children themselves. peopl children programm first shown grown plunder childhood hate see bagpuss perfect anim - love done shed clunki recreat magic. perhap remak done look around mock-authent style might interest ... chorton wheeli jami magic torch; would mega! re-gurgit old film tv show make angri - corpor lazi rest safeti peopl idea guarante bring $$$. said modern day pop band releas peopl materi young etc. sad fact nostalgia sell big buck short-term. fact forgotten 6 month time irrelev (e.g. starski & hutch) henc market satur mindless drivel stop peopl stop buy it! pray never remak chorlton wheelies. 27 rememb seri tv set dvd classic. fact great come fact special effect involv compar today stuff look amateurish. that appeal though innoc (like chorlton himself) would real shame remak it.
455,tech,1,court mull file-shar futur judg us suprem court hear evid file-shar networks. court decid whether produc file-shar softwar ultim held respons copyright infringement. question open way entertain industri sue file-shar could deter innovation. also said file-trad firm respons induc peopl piracy. lawsuit brought 28 world largest entertain firm rage sever years. legal expert agre suprem court find favour music movi industri would abl sue file-trad firm bankruptcy. judg rule grokster morpheu - file-shar centr case - mere provid technolog legitim well illegitim use music movi industri would forc abandon pursuit file-shar providers. instead would pursu individu use peer-to-p network get hand free music movies. hi-tech entertain industri divid issue. intel file document suprem court earlier month defenc grokster other despit misgiv aspect file-shar community. sum attitud mani tech firm submiss state product essenti tool like tool capabl use consum busi unlaw purpos . ask firm second-guess use technolog would put build way prevent illegitim use would stifl innov said. electron frontier foundat civil right watchdog also defend streamcast network compani behind morpheu file-shar software. case rais question critic import border copyright innov said. cite mani landmark rule 1984 found soni held respons fact betamax video record could use piracy. defend remain optimist judg rule favour peer-to-p network uphold preced set soni betamax case. small band support outsid court lawyer enter wear save betamax t-shirts. betamax principl stand magna carta technolog industri respons explos innov occur us past 20 year said gari shapiro chief execut consum electron association. suprem court justic stephen breyer said invent print appl ipod could use illeg duplic copyright materi balanc benefici society. said file-trad softwar use illeg trade movi music conceptu technolog realli excel use . base tuesday hear seem unlik betamax rule overturn file-shar firm might still held respons encourag induc piracy. grokster lawyer argu compani judg current behaviour rather first set up. argument dismiss ridicul justic david souter. cea boss mr shapiro think case import suprem court hear year. preserv america proud histori technolog innov protect abil consum access utilis technolog said. case alreadi heard two lower court found favour peer-to-p networks. rule despit use distribut million illeg song file-shar could also use cheapli distribut softwar govern document promot copi music.
456,business,0,india rupe hit five-year high india rupe hit five-year high standard & poor (s&p) rais countri foreign currenc rating. rupe climb 43.305 per us dollar thursday close 43.41. currenc gain almost 1% past three sessions. s&p rate borrow creditworthi lift india rate one notch bb+ . indian asset seen less gambl cash expect flow market buoy rupee. upgrad posit basic peopl use excus come back india said bhanu baweja strategist ubs. money move india first two three week januari market like korea thailand upgrad lead reversal. india foreign currenc rate one notch invest grade start bbb- . increas put level romania egypt el salvador one level russia.
457,politics,2,regiment group poll move regiment campaign group target nine margin labour seat gener election. save scottish regiment also field candid arm forc minist adam ingram east kilbride. group unhappi defenc merger plan endors opposit candid nine seats. margin aberdeen south dumfriesshir dunde east west south west edinburgh ochil stirl east renfrewshir western isles. campaign unveil huge poster featur black watch soldier fight war iraq announc elect plans. former scot guardsman allan hendri challeng mr ingram. group said well organis 350 volunt announc least one candid later. ad stop inflict seriou damag labour govern revers plan merg six scottish regiments. scotland conserv mp peter duncan said save scottish regiment done superb job fight defenc cuts. added: action reflect pride peopl countri troop shown steeli determin make labour pay betrayal. honour speak ralli throughout scotland. scottish nation parti leader alex salmond said receiv big boost campaign decis endors snp candid four margin seats. labour arrog undoing. tri get rid scotland histor regiment labour mp end scrap said. howev labour mp georg foulk said campaign would make differ outcom elect would win argument. serv soldier know labour propos right said. well elect move save scottish regiment join campaign ralli london spring. defenc secretari geoff hoon announc last year scotland regiment would combin singl unit. move part overal armi reforms.
458,entertainment,4,focker retain film chart crown comedi meet focker held number one spot north american box offic second week. took $42.8m (£23.7m) weekend make overal take $163m (£90m) 12 day accord studio estimates. took $19.1m (£9.9m) christma day alon highest take day box offic history. sequel ben stiller comedi meet parent star robert de niro dustin hoffman barbra streisand. success meet focker could help produc record box offic revenu 2004 said paul dergarabedian presid industri tracker exhibitor relations. much stronger anticip final week year help industri end high note said mr dergarabedian. meet focker also broke box offic record money taken new year eve made $12.2m (£6.2m) new year day took $18m (£9.4m). previou new year eve record set 2000 cast away $8.5m (£4.5m). lord rings: return king held new year day titl $12.8m (£6.7m). howev christma take 26.5% 2003 figur - blame christma fall weekend year. weekend top 12 film took estim $125.4m (£65.8m) 4.3% increas weekend last year. major releas last week provid competit meet focker lemoni snicket seri unfortun event finish second place $14.7m (£7.7m). aviat star leonardo dicaprio howard hugh end third posit take $11.2m (£5.9m). comedi fat albert - co-written bill cosbi - move chart fourth place take $10.7m (£5.6m).
459,tech,1,movi head soni psp movi open water saw among made avail soni psp game console. film studio lion gate entertain announc initi list 12 movi umd format use handheld. typic buyer machin [is] core demograph film gener appeal said steve beek presid lion gate. alreadi avail japan psp releas us 24 march. spider-man 2 umd given first million custom us. punish hous dead along older titl total recal rambo: first blood umd format disk cost $20 (£10.40) $30 (£15.60) new titl $10 (£5.20) $20 older films. first saw machin start talk soni immedi decid go winner game perspect perspect peopl watch movi go mr beek said. disk smaller dvd work soni psp hold 1.8gb data. actual believ peopl buy umd would bought dvd said. peopl want umd portability. mayb alreadi take game hous bigger gamer movi watchers. four movi alreadi announc psp. are: xxx hellboy resid evil: apocalyps upon time mexico.
460,politics,2,labour seek quell feud talk labour leadership put show uniti campaign poster launch mp criticis toni blair gordon brown report rift. mr brown join launch john prescott alan milburn man controversi put charg elect plan mr blair. privat meet monday saw normal loyal mp warn feud could jeopardis elect hopes. follow new book chart disput prime minist chancellor. event first time mr milburn share platform chancellor sinc take mr brown tradit poll plan role. pair chat amic mr brown insist happi current campaign task. ask would deal claim trust prime minist mr brown replied: see record economi british peopl trust us run economy. refus comment new book say nobodi distract busi government. mr brown later told reporters: cours trust prime minister. down street cite comment report suggest mr brown pointedli fail deni claim told mr blair: noth could ever say could ever believ . labour new poster say britain enjoy lowest inflat sinc 1960 lowest unemploy 29 year lowest mortgag rate 40 years. urg voter let tori take thing backwards. mr milburn promis poll campaign upbeat confid els optimist futur countri . conserv co-chairman liam fox derid photo call saying: show uniti worst act seen sinc prison cell block h. labour broken promis rais tax 66 time brought slowest econom growth english-speak world said. prime minist chancellor face backbench discont monday meet parliamentari labour parti claim made journalist robert peston new book. mr blair told mp peers: know everyon cabinet govern noth go get way unifi labour parti unifi posit win third term peopl desper need. labour paul flynn said pair scorch mps. tuesday deputi prime minist mr prescott told bbc news: told us clearli troop tell leaders: get line. new book claim mr prescott host dinner novemb 2003 prime minist told mr brown would stand next elect lost trust iraq war. mr blair chang mind june 2004 cabinet alli interven amid suspicion chancellor manoeuvr write mr peston. mr prescott said dinner discuss confidential. cours waiter 10 year profession abil joked.
461,sport,3,everton weir cool euro hope everton defend david weir play talk european footbal despit team lie second place premiership beat liverpool. weir told bbc radio five live: want rest laurel say achiev anyth yet. think start take eye ball make statement look far future. start make predict soon fall back trouble. thing matter next game. said: look hard work goe long way league. definit shown that. also injuri suspens cost us badli lot self-belief around place.
462,sport,3,wale star need rest - ruddock wale coach mike ruddock defend decis releas intern star weekend region celtic leagu fixtures. ruddock say player benefit rest absenc give youngster chanc impress. got wru charter place outlin exactli happen ruddock told bbc wale sport. six nation player releas wru best interests. osprey scarlet say happi support wale caus dragon express disappoint abl use nation squad player friday game ulster. ceri sweeney gareth cooper ian gough kevin morgan use sparingli ruddock open two six nation win captain jason forster believ would benefit game dragons. sure guy would want come back get game time forster told bbc wale sport. would also time remind mike [ruddock] do. support want see star player - disrespect guy - perform pitch. ruddock though keen protect player injuri fatigue. stage noth [the players] game impress further. got look anoth angl see opportun provid younger player region. exampl dragon might use jame ireland weekend. look lad - great prospect future. french english club request intern player avail mean stephen jone gareth thoma mefin davi play weekend. major ireland scotland player also releas provinci duty.
463,politics,2,immigr elect issu immigr asylum normal issu politician big parti tipto around elect time. longer. labour tori signal intent make central elect campaigns. struck level concern amongst voter issu intern survey show potenti swing larg number votes. also true last gener elect issu briefli becom campaign issue. spark probabl predict furor claim politician either stoke xenophobia altern run scare address problem. time around look set one core battleground big parti compet set tough policies. tori alreadi commit impos annual limit immigr quota asylum seeker applic process outsid uk. labour alreadi brand propos unwork parti strategist seen tori seiz poll advantag issue. home secretari charl clark come altern propos point system ensur immigr benefit economi grant entri kick fail asylum seekers. attack tori littl late fail tackl key issu number enter uk. liber democrat drawn deepli argument call europe-wid polici immigration. parti appear agre time come properli debat address issu alreadi sign run precis problem before. former union leader sir bill morri alreadi accus big parti engag bid war nastiest asylum seeker . concern whilst labour parti conserv parti take construct approach debat right-w polit parti pick statement like `burden britain exploit creat lot fear uncertainti . precis concern - possibl suggest issu play far right racist agenda - provok strong reaction mani concern issue. challeng big parti ensur engag debat cut thrust gener elect also avoid trap.
464,politics,2,woolf murder sentenc rethink plan give murder lighter sentenc plead guilti water down. outcri three month ago sentenc guidelin council - led lord woolf - publish propos england wales. suggest judg reduc sentenc third murder confess earliest opportunity. chang one-sixth reduct killer given whole life tariff . time lord woolf lord chief justic said one third reduct would extraordinari circumst - exampl peopl gave crime even detected. guidelin recognis need spare victim wit trauma go court possibl allow lighter sentenc guilti plea co-oper said. director victim crime trust norman brennan accus lord woolf arrog contempt victim crime law-abid public . nation associ probat offic said move would polit suicid . revis propos sentenc guidelin council (sgc) section murder said possibl reduct would weigh care judg lead inappropri short sentenc . appropri reduc minimum term regard plea guilti maximum reduct would one sixth never exceed five year said. statement issu wednesday lord woolf said: doubt abl call divers background experi serv sgc vastli improv final guidelines. confid result judg better place deliv sentenc effect punish deterr offend reoffending. director public prosecut ken macdonald qc sit sgc said principl discount sentenc offend earli guilti plea set parliament. new guidelin reduc sentenc guilti plea increas chanc convict guilti bring clariti process. repres tougher regim exist previous discount automat reduc guilti plea made first avail opportun said.
465,business,0,eu aim fuel develop aid european union financ minist meet thursday discuss propos includ tax jet fuel boost develop aid poorer nations. polici maker ask report develop money rais eu said. world richest countri said want increas amount aid give 0.7% annual gross nation incom 2015. airlin react strongli propos fuel levy. profit pressur airlin industri low-cost firm drive price demand dip 11 septemb terrorist attack outbreak killer sar virus. thing pick european us compani teeter brink bankruptcy. present fuel use airlin enjoy either low tax rate untax eu member states. cours applaud humanitarian initi target airlin said ulrich schulte-strathau secretari gener associ european airlines. industri midst fundament crisis...onli confront measur design increas cost continued. eu sought allay airlin fear stress thursday meet first step propos also consideration. ad plan levi tax jet fuel hinder competit airlin sole fund develop . tax would implement full consult airlin eu said. thought widespread support plan - tabl franc germani follow recent g7 meet world richest nation - eu ministers. issu poverti africa south asia forc top politici agenda politician campaign call done. meet london g7 financ minist back plan write 100% debt world poorest countries.
466,sport,3,england claim dubai seven glori england beat fiji 26-21 dramat final dubai win first irb seven event season. beaten australia south africa reach final england fell behind earli tri fiji. took charg score pat sanderson kai horstman mathew tait rob thirlbi fiji ralli forc tens finale. scotland beaten 33-15 samoa plate semi-fin ireland lost 17-5 tunisia shield final. mike friday england side match oppon pace power skill final led 19-7 half-time. neumi nanuku marika vakacegu touch fiji needless trip tuidriva bainivalu geoff appleford allow england run clock. honest england want win dubai long time peopl want us win long said friday. want put pressur thank achiev brought young talent time hope play england 15 years. portug confirm impress progress seven rugbi record sudden-death win franc bowl final. samoa plate titl edg argentina 21-19.
467,sport,3,roddick face saulnier final andi roddick play cyril saulnier final sap open san jose sunday. american top seed defend champion overcam germani tommi haa third seed 7-6 (7-3) 6-3. feel horribl earlier week roddick said. thought tonight step right direction. saulnier battl 6-7 (3-7) 6-3 6-3 win seventh seed jurgen melzer twist ankl earli second set. roddick last four point first-set tie-break broken start second set. broke straight back broke haa lead 4-2. extrem frustrat chanc top-fiv player anyth admit haas. rush backhand took advantage. saulnier move world top 50 first time passag final. taken lot work lot fight mind revealed. sometim believ could get final here. stay mental strong. way. keep fight work lot there.
468,business,0,dollar gain greenspan speech dollar hit highest level euro almost three month feder reserv head said us trade deficit set stabilise. alan greenspan highlight us govern willing curb spend rise household save factor may help reduc it. late trade new york dollar reach $1.2871 euro $1.2974 thursday. market concern deficit hit greenback recent months. friday feder reserv chairman mr greenspan speech london ahead meet g7 financ minist sent dollar higher earlier tumbl back worse-than-expect us job data. think chairman take much sanguin view current account deficit taken time said robert sinch head currenc strategi bank america new york. take longer-term view lay set condit current account deficit improv year next. worri deficit concern china howev remain. china currenc remain peg dollar us currenc sharp fall recent month therefor made chines export price highli competitive. call shift beij polici fallen deaf ear despit recent comment major chines newspap time ripe loosen peg. g7 meet thought unlik produc meaning movement chines policy. meantim us feder reserv decis 2 februari boost interest rate quarter point - sixth move mani month - open differenti european rates. half-point window believ could enough keep us asset look attract could help prop dollar. recent fall partli result big budget deficit well us yawn current account gap need fund buy us bond asset foreign firm governments. white hous announc budget monday mani comment believ deficit remain close half trillion dollars.
469,entertainment,4,pixi take read leed pixi foo fighter iron maiden headlin summer leed read festivals. trio rock heavyweight top bill three-day event bramham park near wetherbi richfield avenu reading. pixi iron maiden uk festiv gig foo fighter also park. killer razorlight queen stone age also play twin festiv held 26-28 august. act year line-up includ charlatan marilyn manson king leon. pete doherti band babyshambl appear nme/radio one stage along kasabian black rebel motorcycl club bloc party. organis mean fiddler said act still confirm summer event. excit go back read intend fantast time said iron maiden bruce dickinson. sure fan too. first time veteran british metal band play read 23 years. leed iron maiden headlin first day festiv friday pixi follow saturday foo fighter close event sunday. pixi headlin first day read foo fighter play sunday iron maiden close event. weekend ticket sale price £125 each.
470,entertainment,4,de niro complet box offic coup robert de niro complet transatlant box offic doubl top uk us film chart two differ film time. comedi sequel meet focker star ben stiller dustin hoffman barbra streisand shot top uk chart weekend. took £7.2m three day - eight time number two closer. assault precinct 13 third. time us audienc new thriller hide seek. meet focker pick role uptight father ex-cia agent 2000 hit comedi meet parents. big leap role hide seek supernatur horror play widow whose daughter imaginari friend turn nasty. uk box offic chart meet focker push closer top spot polic action movi assault precinct 13 star rapper ja rule made £750 000 first weekend. london underground thriller creep anoth new entri six quirki comedi sideway got five oscar nomin last week enter eighth place. oscar nomin seem impact fan choic cinemas. lead contend aviat million dollar babi ray suffer substanti drop take compar previou weekend.
471,politics,2,mp demand budget leak answer minist ask explain budget detail print london newspap half hour gordon brown made speech. tori said larg chunk budget appear leak describ seriou breach treasuri confidenti . lib dem call common leader peter hain make statement said chancellor resign leaks. told would brought speaker michael martin attention. common tori frontbench andrew tyri mp demand immedi ministeri statement measur clearli least appar leak even standard . rais point order said latest long line discourtesi hous well breach confidentiality. said: hope unintentional. plan would grave matter indeed. previou labour chancellor resign leak budget. hugh dalton resign leak detail 1947 budget journalist john carvel publish london newspap minut announc hous commons. liber democrat david law said seriou matter said mr hain make statement thursday. deputi speaker sylvia heal agre concern said noth could done immedi issu would brought mr martin attention.
472,business,0,crimin probe citigroup deal trader us bank giant citigroup face crimin investig germani controversi bond deal. deal saw sale 11bn euro ($14.4bn; £7.6bn) govern bond minut 2 august 4bn euros-worth bought back later. move wide criticis time german regul said found evid possibl market manipulation. citigroup said would continu co-oper fulli authorities. disappoint bafin refer prosecutor question whether action brought individu involv citigroup said. trader found guilti could face five-year jail term fine reuter report bafin saying. howev german crimin law prosecutor cannot pursu citigroup itself. germani financi watchdog bafin told bbc news transfer investig public prosecutor. confirm bafin pass case public prosecutor bafin spokeswoman said. crimin investigation. found clue possibl market manipul spokeswoman said includ sign link bond trade ahead main trade 2 august. germani secur trade act say bafin find clue put case hand prosecutor. regulatori investig still go franc uk elsewhere. citigroup oper elsewher world came regulatori critic 2004. privat bank oper japan close regul tokyo aggress sale cultur led bank flout anti-money launder rules.
473,business,0,india maruti see profit jump india biggest carmak maruti report sharp increas quarterli profit boom economi low interest rate boost demand. net profit surg 70% 2.39bn rupe ($54.98m; £29.32m) last three month 2004 compar 1.41bn rupe year earlier. total sale 30.1bn rupe 27% 2004 period. maruti account half india domest car sale lure consum cheap fuel-effici vehicles. demand india also driven poor state public transport low level car ownership analyst said. figur show eight peopl per thousand car owners. maruti beat market expect despit increas raw materi costs. compani majority-own japan suzuki said increas steel raw materi price partial offset cost cutting. sale fiscal third quarter includ van util vehicl rose 17.8% 136.069 units. maruti compani benefit indian econom growth give consum greater spend power. util vehicl tractor maker mahindra report 52% rise net profit last three month 2004. profit 1.33bn rupe compar 874.2m rupe year earlier.
474,business,0,brazil approv bankruptci reform major reform brazil bankruptci law approv countri congress move hope cut cost borrowing. bill propos 1993 final approv leadership presid luiz inacio lula da silva. old law date 1945 gave prioriti first worker second tax revenu final creditors. new legisl chang give prioriti creditor limit payment workers. new regul limit payment worker 150 time minimum monthli salari current $94. law also make difficult compani declar bankruptcy. howev firm declar bankrupt gain protect creditor 180 day recoveri plan work out. propos oppos past leftist parti includ mr lula worker party. consid undermin worker rights. presid lula becam defend reform argu countri bank lend margin among highest world damag economy. accord andrea adriano latin trade magazin new bankruptci law help reduc spread - differ interest rate bank feder bonds. nevertheless mr adriano said reduc basic interest rate central bank need chang polici focus inflat also econom growth.
475,business,0,strong demand trigger oil ralli crude oil price surg back $47 barrel mark thursday energi market watchdog rais forecast global demand. intern energi agenc (iea) warn demand opec crude first quarter would outstrip supply. iea rais estim 2005 oil demand growth 80 000 barrel day 84 million barrel day. us light crude rose $1.64 $47.10 brent crude london gain $1.32 $44.45. paris-bas iea watchdog advis industri nation energi polici said upward revis due stronger demand china asian countries. fresh ralli crude price follow gain wednesday trigger larg fall us crude suppli follow cold spell north america january. us depart energi report crude stockpil fallen 1m barrel 294.3m. top ongo problem beleagu russian oil giant yuko also prompt iea revis output estim russia - major non-opec supplier. think price begin set new rang look like $40 $50 level said energi analyst orin middleton barclay capital.
476,sport,3,holm back form birmingham doubl olymp champion kelli holm back best comfort 1 000m norwich union birmingham indoor grand prix. 34-year-old run second competit race season shook rust win two minut 35.39 seconds. still undecid compet european championship madrid 4-6 march. probabl enter make mind last minut said. train gone well expect got two week decide. need take time make sure feel good doing. felt good crowd behind feel like anything. american eventu winner men 60m race almost end farce. three athlet disqualifi fals start includ britain mark lewis-fr first man guilti come block quickly. world 100m champion kim collin clinch second spot ahead world 60m record holder scott train partner mauric greene. jason garden unbeaten run came end came fifth need improv defend european titl madrid. win said garden afterwards. disappoint know capabl better. russian back record-break form pole vault nation indoor arena. olymp champion set new world mark 4.88m break record - set six day ago - beat russian rival svetlana feofanova. isinbayeva 11th world record - indoor - sinc juli 2003. happi best break 5m barrier soon 22-year-old told bbc sport. jamaica storm person best 7.13 second claim women 60m sprint. belgian kim gevaert one favourit next month european titl took second american muna lee third. disappoint british pair jeanett kwaky joic maduaka finish seventh eighth respectively. jamaican stretch unbeaten record 25 race effortlessli claim 200m. olymp champion set new indoor person best 22.38 second - fastest time world season. fought fellow briton tim abeyi take men 200m person best 20.88. continu outstand start season beat strong intern field includ two-tim olymp 100m hurdl bronz medallist melissa morrison claim women 60m hurdles. 25-year-old briton clock 7.98 second pre-european championship favourit russian irina shevchenko finish sixth. ethiopia fail bid smash compatriot berhan ader world 3 000m record still event emphat style. olymp 5 000m champion insid record pace drop final third finish eight minut 33.05 second - fourth fastest time ever record event. britain jo pavey brave decid go defar strode away field took second season best 8:41.43. kenyan also miss indoor 1500m world record hicham el guerrouj held last eight years. lagat settl silver behind el guerrouj athen almost four second short moroccan world best clock 3:35.27 birmingham. still struggl find form death fiance year. olymp 10 000m champion comfort led men two mile race younger brother tariku set pace. fellow ethiopian appear omin bekel shoulder two lap go surg past bell win 8:14.28. jamaican made blister start take men 400m titl 45.91 seconds. world indoor champion alleyn franciqu fade badli finish fourth american duo jerri harri jame davi took second third respectively. swede show class long jump stole top spot jade johnson last jump competition. olymp heptathlon gold medallist reach 6.66m better johnson mark 6.52m - second person best insid week. quit surpris think end second place said johnson wore london 2012 olymp bid slogan back bid shorts. pleas hope get bit better europeans. realli want win medal. men event season best 7.95m take scalp world indoor champion savant stringfellow usa.
477,business,0,id theft surg hit us consum almost quarter million us consum complain target ident theft 2004 offici figur suggest. feder trade commiss said two five 635 173 report consum concern id fraud. id theft occur crimin use someon els person inform steal credit commit crimes. internet auction second biggest sourc fraud complaint compris 16% total. total cost fraud report consum $546m (£290m). report mark fifth year row ident fraud top table. biggest slice 246 570 id fraud case report - almost 30% - concern abus peopl credit. misus someon ident claim new credit card loan compris 16.5% total almost 12% come fals claim exist credit. anoth 18% came attempt rip peopl bank account 13% case concern attempt defraud employ abus someon els identity. outsid field id theft 53% near-400 000 complaint internet-related. among 100 000 internet auction complaint failur seller deliv suppli sub-standard good common woe reported. catalogu home-shop fraud next line account 8% total complaint concern internet servic comput - includ spywar found peopl pc undisclos charg websit - amount 6% complaints.
478,business,0,india deccan seal $1.8bn deal air deccan order 30 airbu a320 plane $1.8bn (£931m) deal india first low-cost airlin expand fast-grow domest market. air deccan set last year want lure travel away railway network pricier rivals. potenti indian market attract attent home abroad. beer magnat vijay mallya recent set kingfish airlin uk entrepreneur richard branson said keen start local operation. countri popul billion peopl mani observ feel underserv airlines. recent howev boom economi boost person spend power help swell middl class corpor sector. india govern given back cheaper access air travel. day fli symbol maharaja rich minist civil aviat praful patel said earlier. infrastructur built handl expect increas demand tuesday agenc franc press report group led germani siemen contract build privat airport near bangalore. india airport author state govern 13% finish transport hub. part air deccan set armi offic silk farmer gorur gopinath plan increas fleet 60 aircraft within five years. help financ expans compani may sell 25% stake investor $50m. set firm offer ticket 50% cheaper indian airlines. said base busi model european firm ireland ryanair.
